"year","site_number","N_mean","N_se","N_q025","N_q05","N_median","N_q95","N_q975","change_since_2009_mean","change_since_2009_q025","change_since_2009_q05","change_since_2009_median","change_since_2009_q95","change_since_2009_q975","prob_decline_since_2009","site_id","site_name","lat","lon","img_lat_mean","img_lon_mean","ccamlr_reg","ice_reg","p_ice_reg","MPA_current_name","MPA_proposed_name","in_MPA_current","in_MPA_any","site_id_factor"
2010,3,1862.30943188036,596.993901716781,1106.55423572065,1185.78636405078,1742.72189833875,2935.07662533815,3350.18463509175,1862.30943188036,1106.55423572065,1185.78636405078,1742.72189833875,2935.07662533815,3350.18463509175,0,"LEDD","Ledda Bay",-74.228,-130.784,-74.228,-16.36625,"Subarea 88.2","Amundsen Sea","Bell-Amundsen","","","no","no","LEDD"
2010,4,4238.18469167719,1078.01360664751,2650.33788420173,2822.10048103614,4066.97542058392,6228.90122703026,6833.21140259619,498.487943855349,-2051.99592402253,-1467.72772377272,539.824018195246,2325.76417633631,2785.27141970821,0.298833333333333,"THUR","Thurston Glacier",-73.5,-125.621,-73.5,-109.918375,"Subarea 88.2","Amundsen Sea","Bell-Amundsen","","","no","no","THUR"
2010,5,4665.35243663169,1725.82341761995,2135.34669928592,2410.90433526105,4378.668261518,7884.22508016746,8873.32417624583,-3150.91664883794,-6984.25139312715,-6188.70326299509,-3092.75666586053,-262.558362058919,441.265044429628,0.961366666666667,"BEAR","Bear Peninsula",-74.35,-110.25,-74.3555,-82.6875,"Subarea 88.2","Amundsen Sea","Bell-Amundsen","","","no","no","BEAR"
2010,6,4508.62269486862,1248.62496637113,2720.00559156601,2911.67377247418,4295.79684207073,6810.25636199941,7504.81530832736,-1522.65475002333,-4832.7912958184,-4096.21284087531,-1429.47872399714,734.617292067572,1241.32167953976,0.865533333333333,"BSON","Brownson Islands",-74.35,-103.64,-74.35,-74.02857143,"Subarea 88.3","Amundsen Sea","Bell-Amundsen","","","no","no","BSON"
2010,7,2517.33218760868,788.791637532283,1434.93284676424,1539.63407752173,2369.02721040942,3994.66093818567,4448.48709792741,-1149.40501546078,-3109.52079669442,-2708.20598773916,-1088.69876331626,216.444200665981,523.92184145462,0.919566666666667,"NOVI","Noville Peninsula",-71.77,-98.45,-71.77,-86.14375,"Subarea 88.3","Bellingshausen Sea","Bell-Amundsen","","","no","no","NOVI"
2010,8,1001.69162486585,555.241956920651,0,321.155457306584,906.790432814804,1998.82978014603,2357.31360509025,-196.718532363532,-1616.36982058788,-1228.56975367038,-123.163454679451,581.876335645074,892.400195361341,0.6416,"BRYA","Bryan Coast",-73.246649,-85.353244,-73.246649,-79.25658371,"Subarea 88.3","Bellingshausen Sea","Bell-Amundsen","","","no","no","BRYA"
2010,9,2701.3781672091,780.484811427095,1574.2276869895,1693.90261882534,2566.62288159268,4166.97898393759,4596.72546842997,-2131.40474988946,-4456.74725639569,-3960.94060901571,-2061.21314104812,-551.131158531115,-221.656273169779,0.9848,"SMYL","Smyley",-72.3,-78.83,-72.3,-68.97625,"Subarea 88.3","Bellingshausen Sea","Bell-Amundsen","","P-D1MPA","no","yes","SMYL"
2010,10,1166.77555628149,611.632936480409,0,424.42148013976,1067.9803884443,2266.43153539327,2630.09273203204,-210.83329890434,-1775.96321703678,-1364.5139083323,-128.237147221898,700.656007347819,1034.88255641941,0.627133333333333,"ROTS","Rothschild",-69.518,-72.265,-69.518,-66.24291667,"Subarea 88.3","Bellingshausen Sea","Bell-Amundsen","","P-D1MPA","no","yes","ROTS"
2010,11,3289.8864618203,827.265637173968,2066.03849139016,2201.80988336236,3165.63152979822,4815.7953146353,5274.40690522454,-231.183640884786,-1960.55787550722,-1642.98486731204,-235.602648826535,1216.48894090806,1562.32208285098,0.619533333333333,"SMTH","Smith",-74.37,-60.83,-74.37,-48.664,"Subarea 48.5","Bellingshausen Sea","Weddell","","P-WEDDELL","no","yes","SMTH"
2010,12,2024.15503028401,684.967408001396,1140.88018821503,1230.52334399332,1884.66883486054,3299.58862549234,3737.09629597853,-176.545407100142,-2283.4465387848,-1755.2979264358,-101.794920093331,1216.07206455182,1782.01787168348,0.561333333333333,"JASN","Jason",-66.100236,-60.668903,-66.100236,-53.92791378,"Subarea 48.5","Bellingshausen Sea","Weddell","","P-WEDDELL","no","yes","JASN"
2010,13,3904.82925571405,1852.94894199778,0,1596.56973813009,3654.39982513877,7221.123872688,8307.17712078804,364.821747063667,-3423.30586084104,-2421.1675755617,490.455204483079,2589.57180701779,3161.40955648208,0.326733333333333,"DOLL","Dolleman",-70.61,-60.43,-70.65,-47.00111111,"Subarea 48.5","Bellingshausen Sea","Weddell","","P-WEDDELL","no","yes","DOLL"
2010,14,4356.50009748958,1033.99883293905,2826.4346890075,3003.5611164404,4189.45450846625,6255.19188995664,6822.99570967523,432.1441260664,-2366.41043741728,-1736.41893743016,517.815479061589,2306.49646202316,2697.13146154527,0.318466666666667,"SNOW","Snowhill",-64.52,-57.44,-64.52,-44.67555556,"Subarea 48.1","Weddell Sea","Weddell","","P-WEDDELL","no","yes","SNOW"
2010,15,4405.06204403612,1218.73963236643,2628.02597699669,2825.72098341548,4207.81872407862,6637.36481057518,7329.35200071304,-1994.45373229693,-5173.0833334278,-4515.90561572392,-1923.14194864936,283.951424286971,787.630797618635,0.9273,"GOUL","Gould",-77.71,-47.68,-77.71,-38.144,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","GOUL"
2010,16,5822.54534557408,1398.62057341667,3717.41714629144,3964.93986571109,5620.5687548835,8406.99860163763,9167.41335344452,-535.645711326357,-3773.68494465006,-3117.94067826352,-519.593464480357,1961.84697304672,2574.6755281178,0.644133333333333,"LUIT","Luitpold",-77.269,-33.54,-77.269,-27.44832355,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","LUIT"
2010,17,19161.9431241963,4558.28416751445,12378.1500442802,13126.0510281214,18440.340984992,27512.2699435285,30007.5178241193,-1505.58197801162,-12677.8548837713,-10284.6597040699,-1333.70875940437,6671.17476163171,8552.05541172422,0.614266666666667,"HALY","Halley",-75.54,-27.43,-75.54,-24.38222222,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","HALY"
2010,18,2839.00309784172,654.098265154987,1856.62331891324,1970.0174934364,2744.46562079341,4042.25439632006,4394.62155041122,473.488730779988,-901.368124021677,-620.637615469453,465.797326104265,1603.08883617317,1898.75948023606,0.224166666666667,"DAWS","Dawson",-76.02,-26.67,-76.02,-24.24545455,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","DAWS"
2010,19,7704.52356039473,3018.67620072242,0,3647.43604766516,7499.21706936296,12805.127329009,14190.9683113698,280.514082610394,-7116.034298965,-5170.13612332706,531.274906625556,4403.49421394358,5415.66910139432,0.4013,"STCB","Stancomb",-74.12,-23.09,-74.12,-21.44071429,"Subarea 48.5","Weddell Sea","Weddell","","P-WEDDELL","no","yes","STCB"
2010,20,5300.21418683009,1697.73064292228,3008.9524026969,3241.30031512666,4968.43424851026,8407.08239794035,9547.20865589891,787.96988044518,-2805.14060341174,-1956.15483292214,871.686419796125,3231.79032122887,3820.5608111908,0.263333333333333,"DRES","Drescher",-72.83,-19.34,-72.83,-15.472,"Subarea 48.6","Weddell Sea","Weddell","","P-WEDDELL","no","yes","DRES"
2010,21,4836.66466831415,2018.0265059096,0,2212.84377162618,4638.21160257272,8327.11865839919,9384.44269636003,-185.020476200549,-4775.83860308596,-3617.60812905137,-51.2529004642474,2576.74698815344,3253.62651741741,0.514,"RIIS","Riiser",-72.12,-15.11,-72.12,-12.088,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","yes","RIIS"
2010,22,7369.10680033432,1746.48460594634,4676.27870764961,4994.26825779466,7130.53331424588,10584.370562126,11442.3757540398,-480.681474307814,-4922.16679100274,-3985.77222615598,-382.971152710517,2693.6742545279,3378.28769379709,0.5814,"ATKA","Atka",-70.61,-8.13,-70.61,-7.8048,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","no","ATKA"
2010,23,3701.18317911357,911.96680270445,2368.29993092275,2517.78322379512,3553.66220726103,5388.9098232115,5867.53604561975,96.2766963223139,-2140.85481053415,-1653.63149628826,148.989770327885,1686.85441080327,2030.97820436472,0.435333333333333,"SANA","Sanae",-70.03,-1.34,-70.04355556,-0.946666667,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","yes","SANA"
2010,24,2716.49441217096,1250.66566970139,0,1159.61562681599,2563.51671056158,4884.29561121278,5625.02297229556,106.219670460362,-2509.73652644509,-1850.37177610649,172.454138652619,1688.90481724225,2082.56833983467,0.4093,"ASTD","Astrid",-69.95,8.31,-69.95,4.986,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","no","ASTD"
2010,25,394.153599030149,160.875636573771,179.731365294706,201.327820171435,361.65713695107,690.258042600573,791.979042427437,-286.354815466828,-677.909911938435,-588.671129237108,-272.494991255756,-33.0905384221836,23.0569497555098,0.9669,"LAZA","Lazarev",-69.75,15.55,-69.75,11.6625,"Subarea 48.6","Dronning Maud Land","Weddell","","P-WEDDELL","no","yes","LAZA"
2010,26,3255.36758265108,1008.08566827236,1835.19355305427,1984.25431855889,3079.87263371207,5106.19032888647,5685.64003573066,-1874.01286153388,-4378.09976292752,-3881.76343037026,-1820.38941406188,-57.7841787610753,351.930126608929,0.954666666666667,"RAGN","Ragnhild",-69.9,27.15,-69.9,24.13333333,"Subarea 48.6","West Indian Ocean","Indian","","","no","no","RAGN"
2010,27,4338.01869866419,1168.52266015499,2655.07128079784,2835.90558350962,4142.7301567619,6482.62015754149,7149.84489952349,-634.754903996623,-3643.17906267853,-2995.00383289306,-544.028116108328,1425.6294229314,1870.12937849424,0.682433333333333,"GUNN","Gunnerus",-68.75,34.38,-68.75,29.46857143,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","GUNN"
2010,28,0,0,0,0,0,0,0,-234.845587457226,-613.374681690007,-490.192497379814,-194.625508696014,-109.471900315322,-100.20951366847,1,"UMBE","Umbeashi",-68.05,43.01,-68.05,0,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","UMBE"
2010,29,0,0,0,0,0,0,0,-137.589495147998,-320.423473172397,-264.049231098578,-119.798402338727,-70.5756111400925,-64.8819333039208,1,"AMUN","Amundsen Bay",-66.78,50.55,-66.78,0,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","AMUN"
2010,30,1972.23859624084,563.02155431754,1165.76352710961,1256.37674719711,1869.59485796239,3024.04561286433,3337.04874697735,-960.457473355137,-2471.64009179276,-2128.77584044125,-918.416715311673,70.6436752886709,301.990639457163,0.936966666666667,"KLOA","Kloa Point",-66.64,57.28,-66.64,45.824,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","KLOA"
2010,31,205.468289440058,85.664123736311,93.6384556218549,103.932774491714,188.004290641964,365.607085474164,420.176674023874,-69.8466661840202,-229.590351271786,-195.642267720635,-68.816543034386,52.4798386815492,86.3154283261597,0.845966666666667,"FOLD","Fold Island",-67.32,59.32,-67.32,44.49,"Division 58.4.2","West Indian Ocean","Indian","","","no","no","FOLD"
2010,32,944.479877588764,278.431215931993,558.899961774523,598.535486935403,892.991653784577,1459.78942136635,1627.40154073596,-13.4429587903897,-771.488379753083,-585.211675157722,22.9837458778476,444.466480415781,543.983448925627,0.467733333333333,"TAYG","Taylor Glacier",-67.45,60.88,-67.45,43.48571429,"Division 58.4.2","West Indian Ocean","Indian","","P-EARSMPA","no","yes","TAYG"
2010,33,4585.65853812232,1772.16667813852,2083.97721031793,2336.8157083563,4275.50483689727,7891.35355448116,8849.16487052336,-2402.75025852738,-6095.71894543096,-5301.08205660965,-2360.70291264576,384.056200189895,1076.00432128179,0.926333333333333,"AUST","Auster",-67.39,63.98,-67.39,54.84,"Division 58.4.2","West Indian Ocean","Indian","","P-EARSMPA","no","no","AUST"
